name,website,phone,url,categories,distance,page_number,scrape_timestamp,address_street,address_city,address_region,address_postal_code
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,25,2025-07-07T21:18:50.274410,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,25,2025-07-07T21:18:50.274410,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,25,2025-07-07T21:18:50.274410,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,25,2025-07-07T21:18:50.274410,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,25,2025-07-07T21:18:50.274410,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,25,2025-07-07T21:18:50.274410,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,25,2025-07-07T21:18:50.274410,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,25,2025-07-07T21:18:50.286488,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,25,2025-07-07T21:18:50.287061,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,25,2025-07-07T21:18:50.287566,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,25,2025-07-07T21:18:50.287566,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,25,2025-07-07T21:18:50.289572,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,25,2025-07-07T21:18:50.291577,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,25,2025-07-07T21:18:50.291577,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,25,2025-07-07T21:18:50.291577,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,25,2025-07-07T21:18:50.291577,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,25,2025-07-07T21:18:50.291577,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,25,2025-07-07T21:18:50.302131,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,25,2025-07-07T21:18:50.302131,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,25,2025-07-07T21:18:50.304850,165 The Queensway,Etobicoke,ON,M8Y 1H8
Made In China,,416-596-1516,https://www.yellowpages.ca/bus/Ontario/Toronto/Made-In-China/7167130.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.9,26,2025-07-07T21:19:06.522810,371 Yonge St,Toronto,ON,M5B 1S1
Nari Sushi,,647-347-0322,https://www.yellowpages.ca/bus/Ontario/Toronto/Nari-Sushi/8061029.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.0,26,2025-07-07T21:19:06.524821,257 King St E,Toronto,ON,M5A 1K2
Bulldog Coffee,,416-923-3469,https://www.yellowpages.ca/bus/Ontario/Toronto/Bulldog-Coffee/100837002.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.2,26,2025-07-07T21:19:06.526832,86 Gerrard St E,Toronto,ON,M5B 2J1
King City,,416-562-2330,https://www.yellowpages.ca/bus/Ontario/Toronto/King-City/2738918.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.3,26,2025-07-07T21:19:06.528844,393C Dundas St W,Toronto,ON,M5T 1G6
House Of Gourmet,,416-640-0103,https://www.yellowpages.ca/bus/Ontario/Toronto/House-Of-Gourmet/5367231.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.4,26,2025-07-07T21:19:06.528844,484 Dundas St W,Toronto,ON,M5T 1G9
Hero Certified Burgers,,416-901-3985,https://www.yellowpages.ca/bus/Ontario/Toronto/Hero-Certified-Burgers/7728165.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.9,26,2025-07-07T21:19:06.528844,646 Yonge St,Toronto,ON,M4Y 2A6
Soup It Up,,416-947-9595,https://www.yellowpages.ca/bus/Ontario/Toronto/Soup-It-Up/1475037.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.2,26,2025-07-07T21:19:06.528844,399 Bathurst St,Toronto,ON,M5T 2S8
Pusateri's Limited,,416-925-0583,https://www.yellowpages.ca/bus/Ontario/Toronto/Pusateri-s-Limited/7142210.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.5,26,2025-07-07T21:19:06.528844,57 Yorkville Ave,Toronto,ON,M5R 3V6
Jerk King,,647-352-0300,https://www.yellowpages.ca/bus/Ontario/Toronto/Jerk-King/6873545.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.0,26,2025-07-07T21:19:06.528844,1-522 Bloor St W,Toronto,ON,M5S 1Y3
Bazara Asian Cuisine,,647-748-0288,https://www.yellowpages.ca/bus/Ontario/Toronto/Bazara-Asian-Cuisine/8158408.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.3,26,2025-07-07T21:19:06.528844,188 Ossington Ave,Toronto,ON,M6J 2Z7
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,26,2025-07-07T21:19:06.528844,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,26,2025-07-07T21:19:06.540904,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,26,2025-07-07T21:19:06.542646,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,26,2025-07-07T21:19:06.544658,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,26,2025-07-07T21:19:06.546669,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,26,2025-07-07T21:19:06.548678,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,26,2025-07-07T21:19:06.550689,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,26,2025-07-07T21:19:06.550689,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,26,2025-07-07T21:19:06.552698,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,26,2025-07-07T21:19:06.554709,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,26,2025-07-07T21:19:06.556718,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,26,2025-07-07T21:19:06.558471,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.558471,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.560483,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.562492,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.564502,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.564502,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,26,2025-07-07T21:19:06.566513,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,26,2025-07-07T21:19:06.568520,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,26,2025-07-07T21:19:06.568520,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,26,2025-07-07T21:19:06.570529,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,26,2025-07-07T21:19:06.572547,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,26,2025-07-07T21:19:06.574300,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,26,2025-07-07T21:19:06.574300,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,26,2025-07-07T21:19:06.574300,165 The Queensway,Etobicoke,ON,M8Y 1H8
Hero Certified Burgers,,647-748-1222,https://www.yellowpages.ca/bus/Ontario/Toronto/Hero-Certified-Burgers/7974880.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.4,27,2025-07-07T21:19:20.986933,123 Queen St W,Toronto,ON,M5H 3M9
Momofuku Noodle Bar,,647-253-6225,https://www.yellowpages.ca/bus/Ontario/Toronto/Momofuku-Noodle-Bar/100787695.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.5,27,2025-07-07T21:19:20.986933,190 University Ave,Toronto,ON,M5H 0A3
Tacorrito,,647-350-8226,https://www.yellowpages.ca/bus/Ontario/Toronto/Tacorrito/100849990.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.0,27,2025-07-07T21:19:20.994585,320 Richmond St E,Toronto,ON,M5A 1P9
Indian Roti House,,647-987-7684,https://www.yellowpages.ca/bus/Ontario/Toronto/Indian-Roti-House/100810021.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.6,27,2025-07-07T21:19:20.996593,471 Church St,Toronto,ON,M4Y 2C5
Hero Certified Burgers,,647-352-5755,https://www.yellowpages.ca/bus/Ontario/Toronto/Hero-Certified-Burgers/7161906.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.8,27,2025-07-07T21:19:20.998601,987 Bay St,Toronto,ON,M5S 3C4
Kasa Moto,,647-477-0423,https://www.yellowpages.ca/bus/Ontario/Toronto/Kasa-Moto/101238816.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.5,27,2025-07-07T21:19:20.998601,115 Yorkville Ave,Toronto,ON,M5R 1C1
Madison Avenue Pub,,416-927-1722,https://www.yellowpages.ca/bus/Ontario/Toronto/Madison-Avenue-Pub/996785.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.7,27,2025-07-07T21:19:21.000607,14 Madison Ave,Toronto,ON,M5R 2S1
Hero Certified Burgers,,647-350-7222,https://www.yellowpages.ca/bus/Ontario/Toronto/Hero-Certified-Burgers/7754480.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.4,27,2025-07-07T21:19:21.002614,171 East Liberty St,Toronto,ON,M6K 3P6
The Grove,,416-588-2299,https://www.yellowpages.ca/bus/Ontario/Toronto/The-Grove/7836779.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.5,27,2025-07-07T21:19:21.002614,1214 Dundas St W,Toronto,ON,M6J 1X5
The Caledonian,,647-547-9827,https://www.yellowpages.ca/bus/Ontario/Toronto/The-Caledonian/100796051.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.6,27,2025-07-07T21:19:21.002614,856 College St,Toronto,ON,M6H 1A2
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,27,2025-07-07T21:19:21.002614,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,27,2025-07-07T21:19:21.002614,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,27,2025-07-07T21:19:21.002614,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,27,2025-07-07T21:19:21.010240,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,27,2025-07-07T21:19:21.010240,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,27,2025-07-07T21:19:21.013423,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,27,2025-07-07T21:19:21.013423,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,27,2025-07-07T21:19:21.015430,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,27,2025-07-07T21:19:21.017435,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,27,2025-07-07T21:19:21.017435,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,27,2025-07-07T21:19:21.019442,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,27,2025-07-07T21:19:21.019442,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.019442,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.019442,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.019442,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.019442,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.025890,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,27,2025-07-07T21:19:21.025890,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,27,2025-07-07T21:19:21.028083,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,27,2025-07-07T21:19:21.030088,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,27,2025-07-07T21:19:21.030088,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,27,2025-07-07T21:19:21.032095,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,27,2025-07-07T21:19:21.032095,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,27,2025-07-07T21:19:21.034101,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,27,2025-07-07T21:19:21.034101,165 The Queensway,Etobicoke,ON,M8Y 1H8
Fusia Asian Kitchen,,416-703-2282,https://www.yellowpages.ca/bus/Ontario/Toronto/Fusia-Asian-Kitchen/112982.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.2,28,2025-07-07T21:19:34.283736,399 Bathurst St,Toronto,ON,M5T 2S8
Majorelle,,416-461-0555,https://www.yellowpages.ca/bus/Ontario/Toronto/Majorelle/101000166.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.6,28,2025-07-07T21:19:34.283736,718 Queen St E,Toronto,ON,M4M 1H2
Pho House,,416-466-5887,https://www.yellowpages.ca/bus/Ontario/Toronto/Pho-House/101007646.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,2.9,28,2025-07-07T21:19:34.285743,625 Gerrard St E,Toronto,ON,M4M 1Y2
Wychwood Pub,,647-344-5590,https://www.yellowpages.ca/bus/Ontario/Toronto/Wychwood-Pub/100848861.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,4.8,28,2025-07-07T21:19:34.287749,517 St Clair Ave W,Toronto,ON,M6C 1A1
Mi'Hito Sushi Laboratory,,416-345-8880,https://www.yellowpages.ca/bus/Ontario/Toronto/Mi-Hito-Sushi-Laboratory/101673693.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,28,2025-07-07T21:19:34.287749,4 Edward St,Toronto,ON,M5G 1C9
